,advisor,author,created,abstract,uri,title,discipline
10,"Diez Hurtado, Antonio Alejandro","Portugal Medina, Fiorella Thais",2020,"La presente tesis de investigación pretende abordar el tema de las Rondas
Campesinas femeninas siguiendo tres ejes temáticos: el origen, la función y las
percepciones que se tienen de la organización dentro de la provincia de
Bambamarca- Cajamarca, esto con el fin de exponer y visibilizar una institución
antes no estudiada y comprender que vacíos llevaron a que se ubique la
organización femenina dentro de la ya conocida y estudiada ronda de varones.
¿Por qué existe esta confusión? ¿Por qué no se les ha brindado un espacio
propio en la literatura? Se pretende resolver estas interrogantes, entre otras,
siguiendo la línea de la teoría del género, usando conceptos como la división
sexual del trabajo y el empoderamiento femenino, pues si bien en una sociedad
construida en base a dos espacios marcados: El privado y el público, en donde
se ubica a la mujer en el ámbito doméstico, resulta sencillo replicar para ellas
mismas lo que consideran que son sus funciones en la sociedad, y al encontrar
este tipo de organizaciones femeninas, surgen cuestionamientos respecto a
¿qué las llevo a organizarse? siguiendo los motivos históricos y de contexto,
como las funciones que asumen ¿son estos roles estrictamente considerados
femeninos o las mujeres tienen a romper con esta idea y asumir roles más
públicos dentro de sus organizaciones? A su vez, el qué se espera de estas
instituciones para ellas, que rol juega en sus vidas y que rol juega además en la
sociedad en la que viven, cómo las ayuda a construir relaciones con sus pares y
como estas las conciben. Se presenta mediante esta investigación de dos meses
de trabajo de campo un pequeño extracto sobre las mujeres campesinas y sus
avances políticos y públicos.",http://hdl.handle.net/20.500.12404/18560,"Las rondas campesinas femeninas: origen, función y percepciones dentro de la provincia de Bambamarca, Cajamarca",Antropología
11,"Ames Ramello, Patricia Paola","Soberón Rebaza, Claudia María",2015,"Se presentan los siguientes hallazgos sobre la educación sexual en este contexto. La relevancia que se le brinda a la enseñanza de este tema en la escuela responde a un problema social existente en Luricocha, que es el embarazo adolescente. Ante esta situación, los encargados de la enseñanza identifican el contexto familiar como una de los principales problemas y factores en la existencia de estos embarazos. La educación sexual formal se realiza desde los contenidos formales de ciertos cursos e intervenciones particulares de los docentes, y desde las charlas realizadas por las obstetras y psicóloga del centro de salud; donde priman las estrategias y metodologías expositivas y de transmisión de información, sin mayor reflexión y
discusión de los mismos. En cuanto a los contenidos, vemos que estos se desarrollan desde dos procesos. Por un lado, la enseñanza formal de los docentes y personal del CLAS se concentra principalmente en los temas biomédicos y de prevención de riesgos, dejando de lado los temas psico-afectivos y/o socioculturales que influencian en la sexualidad de los jóvenes. Por otro lado, las nociones y opiniones de los encargados de la enseñanza sobre género y sexualidad, que reflejan ideales de género estereotipados y con cargas sexistas, así como una comprensión de la sexualidad adolescente desde el riesgo y el peligro, diferenciada de la sexualidad adulta, y que rechaza la posibilidad de diferentes identidades y orientaciones sexuales; son transmitidas a los alumnos principalmente desde el currículum oculto, en forma de mensajes y prácticas en el espacio escolar. Adicionalmente, en el currículum oculto encontramos que los docentes realizan una constante contraposición y jerarquización entre lo “moderno/costeño” y lo “rural/atrasado”.
Así, el contexto andino-rural representa para ellos lo negativo dentro de las posibles conductas de los estudiantes, incluyendo también la experiencia y comprensión de la sexualidad Por su parte, los alumnos también cumplen un rol en la educación sexual al reafirmar algunos de los estereotipos de género, pero que a su vez son, en algunos casos, cuestionados y desafiados en la práctica. Lo mismo sucede con su acercamiento a la sexualidad, pues se evidencia una tensión entre mantener una posición que rechaza la experiencia y deseo sexual en la adolescencia (con mayor fuerza en las mujeres), y la natural curiosidad e interés por ciertos temas relacionados al desarrollo sexual, corporal y las relaciones de pareja. En este sentido, los medios de comunicación, particularmente la televisión e internet, se convierten en
importantes referentes y espacios para la exploración de estos temas. Finalmente, encontramos que en esta educación sexual se busca enseñar una sexualidad
‘correcta’, que responda a los ideales de género (feminidad y masculinidad antagónicas), pero también que enseñé a los adolescentes a comprender la sexualidad en términos ‘científicos’ y ‘biomédicos’, y que internalicen la experiencia sexual como una práctica peligrosa o que sea rechazada en esta etapa de sus vidas.",http://hdl.handle.net/20.500.12404/12045,"Educación sexual en un colegio público de Luricocha: un diálogo entre alumnos, docentes y el contexto social",Antropología
12,"Diez Hurtado, Antonio Alejandro","Benza Llatas, Manuel Enrique",2019-06,"Esta investigación etnográfica muestra y analiza la información sobre los
cambios en los usos del tiempo de los campesinos de las comunidades de
Calacoa y Bellavista en Moquegua. Vinculamos estos cambios a las nuevas
estrategias de vida asumidas por el campesinado ante un contexto de
transformación del mercado laboral local causado por la presencia de una
fuerte inversión municipal a partir de los recursos transferidos por concepto de
canon y regalías mineras, al aumento de la dinámica comercial a partir de la
construcción de la carretera Interoceánica, así como a otros factores que tienen
que ver con el acceso a otros mercados de trabajo y a servicios básicos.
Analizamos también la vida política de las comunidades y las tensiones
generadas a partir del acceso a la propiedad de la tierra, como marco de la vida
cotidiana y el presente de nuestros informantes. Así, el estudio está ubicado
dentro la investigación sobre las estrategias de vida del campesinado, pero
desde un enfoque que recoge un elemento esencial de la vida y la experiencia
humana: el tiempo.",http://hdl.handle.net/20.500.12404/14634,"El tiempo del canon : estrategias de vida, calendarios y rutinas de los campesinos y campesinas de las comunidades Calacoa y Bellavista, Moquegua",Antropología
13,"Cánepa Koch, Gisela Elvira","Velarde Naranjo, Erneto",2018,"Basándome en el caso específico de la escena Country en esta Oxapampa, busco
explorar el rol que tienen los dos festivales internacionales dedicados a dicho género que en esa ciudad se llevan a cabo (Oxapampa Country Fest y D’Oxa Rodeo Fest) como legitimadores de una identidad territorial en proceso de construcción. Ambos eventos aspiran abrirse espacio en el calendario festivo de la zona, y gozan de cierto apoyo institucional, por lo que poco a poco se posicionan como articuladores y reproductores de imaginarios de lugar que buscan la constitución de una tradición mestiza, en oposición a aquellas identificadas con herencias como la austro-alemana o yánesha, muy presentes en la región. Estos eventos, sin embargo, no están libres de tensiones entre ellos, y son parte de lo que podría llamarse una pugna por la representación local. Este trabajo buscará, entonces, exponer las aproximaciones que cada festival tiene a la música Country y a su lugar en Oxapampa, y su desarrollo en un marco trans-local de festivalización.",http://hdl.handle.net/20.500.12404/11601,(Re) Producción de imaginarios de lugar a través de festivales musicales : el caso de Oxapampa y la música country,Antropología
14,"Vega-Centeno Sara-Lafosse, Pablo","Mendez Bardales, Yesenia Margareth",2018,"La investigación se aproxima a conocer el rol que juega la Biblioteca Pública como
servicio y espacio público en la vida cotidiana de las niñas y los niños usuarios. A
partir de la experiencia urbana se explora las percepciones y prácticas de la vida
cotidiana en relación a las oportunidades que brinda la ciudad para la infancia.
Asimismo, se acompaña a los niños y niñas en la búsqueda de lugares seguros
para el juego, lo cual ubica a la biblioteca como el principal lugar de los niños al que
asisten no motivados por la lectura, sino por las prácticas lúdicas que pueden
localizarse en este espacio. Como metodología, la etnografía es idónea para dar voz y permitir la participación de los niños y niñas. La estrategia metodológica consta de un taller lúdico a modo de intervenir el espacio para dar cuenta de las experiencias, acompañadas de observaciones, entrevistas, recorridos y una encuesta realizadas durante el trabajo de campo. Finalmente, como parte de los hallazgos la biblioteca se presenta como el principal lugar de la infancia donde los niños y niñas realizan diversas actividades motivadas por el encuentro entre pares, la búsqueda de lugares seguros y las prácticas lúdicas. Las estrategias de juego permiten apropiarse del espacio-biblioteca, las mismas que se presentan a través de la negociación de reglas de uso de los servicios con los trabajadores y con otros grupos usuarios, que a su vez requieren de un performar como lectores. Estas prácticas y sentidos revelan las estrategias de los usuarios para legitimarse donde el Estado y las políticas públicas no los contemplan como ciudadanos plenos",http://hdl.handle.net/20.500.12404/13182,El rol de la Biblioteca Pública Periférica de Breña en la vida cotidiana de las niñas y niños usuarios,Antropología
15,"Ulfe Young Lima, María Eugenia","Villavicencio Sánchez, Manuel Jesús Ely",2019-07,"La presente investigación busca problematizar bajo una mirada crítica un
proceso de política patrimonial. Es decir, los procesos que genera la
patrimonialización, como política cultural, en un contexto rural. En esta
investigación nos centraremos en el caso del Puente Queswachaka, declarado
Patrimonio Cultural de la Humanidad en el 2013. Entendiendo el fenómeno de
patrimonialización como un mandato o política hegemónica e internacional
desde la UNESCO, la cual ha tenido consecuencias sobre cómo el Estado
Peruano y el sector privado se han aproximado a las expresiones culturales, en
este caso la construcción del puente Queswachaka como Patrimonio Cultural
Inmateria de la Humanidad. En ese sentido, la presente tesis se aproximará al
problema describiendo el proceso de patrimonialización, la lógica de las políticas
culturales en el Perú desde el turismo y los campos de estudio que se han abierto
sobre el patrimonio en Latinoamérica y Perú.
En ese sentido el objetivo general de la investigación es conocer los
desencuentros generados a partir del proceso de patrimonialización de su
reconstrucción en Queswachaka. En ese sentido, responder a la pregunta de
investigación ¿Cómo son los desencuentros que genera la política cultural de
patrimonialización de la reconstrucción del Puente Queswachaka en el distrito
de Quehue, Cusco entre actores comunales, estatales y empresariales
involucrados en torno a su gestión como patrimonio inmaterial? Para ello se ha
recurrido al método etnográfico, así como a literatura antropológica entorno a la
mirada crítica que se ha desarrollado sobre el patrimonio y al turismo.
Fenómenos intrínsecamente asociados para su comprensión.
Se concluye que tanto las comunidades como el sector privado compiten con el
Estado en la gestión del patrimonio. La patrimonialización transforma las
expresiones patrimonializadas en bienes culturales comercializables por la
industria turística. El Estado peruano despliega sus ministerios en la promoción,
gestión y monitoreo del puente garantizando la comercialización de la cultura.
Del mismo modo, el Banco Banbif interviene utilizando al puente con frases de
promoción turística como “último puente inca” con la Tarjeta de Crédito
Queswachaka y el proyecto de Responsabilidad Social en Quehue. Este último
es ejecutado por su aliado el Patronato de Cultura Machu Picchu, quien fue uno
de los impulsores de la primera patrimonialización. Del mismo modo, las
comunidades utilizan al puente Queswachaka como un bien turístico, ya sea
durante su reconstrucción o con servicios como el turismo vivencial. Estas han
decidido gestionar el patrimonio manera autónoma frente a las políticas de
gestión por disputas económicas.",http://hdl.handle.net/20.500.12404/15050,"Desencuentros a partir de la gestión del patrimonio cultural inmaterial de la humanidad : caso del puente Queswachaka en el distrito de Quehue, Cusco",Antropología
16,"Ulfe Young, María Eugenia","Vargas Tellez, Luisfernán Robby",2018,"A partir de técnicas de recojo de información cualitativas la presente tesis buscara
dilucidar sobre los procesos que implican el acceder a oficinas de justicia del Estado
para la población de la provincia de Víctor Fajardo en Ayacucho. En un contexto de
post-conflicto donde el Estado tuvo un rol en el uso de la violencia desde los agentes
militares, se intentara encontrar las reminiscencias del pasado reciente, junto a los
nuevos procesos de expansión y modernización del Estado que involucran a las
instituciones de justicia. El Estado visto como un imaginario sistémico translocal que
genera experiencias y percepciones compartidas a lo largo del territorio, y al mismo
tiempo es en las acciones cotidianas y los encuentros cara a cara entre funcionarios y población donde se genera y reproduce esta experiencia y percepción. Se analizan las acciones cotidianas de la atención al público desde la relación de los funcionarios con el contexto local, así como desde las respuestas de la población. Desde los primeros acercamientos, la circulación de la información sobre los procedimientos legales e institucionales, así como desde las propias narrativas de acceso a la justicia desde la población fajardina. El manejo de recursos, redes y las relaciones interpersonales que se entablan a lo largo de estos procesos entre las partes involucradas y los funcionarios que llevan a cabo los juicios, marcan las condiciones y constantes negociaciones por acceder a un servicio de justicia efectivo para poblaciones históricamente en el margen del Estado y sus beneficios. Enfocándonos al mismo tiempo en los encuentros y desencuentros entre una institucionalidad letrada frente a nociones locales de justicia y sus instituciones tradicionales. De esta manera se analizara la propuesta intercultural declarada en el Juzgado de Paz Letrado de Huancapi desde la historia de vida de sus funcionarios y la forma en que estas experiencias y discursos resultan decisivos a la hora de buscar la viabilidad o desestimación de esta propuesta. Así como para denotar el rol del funcionario a la hora de aplicar propuestas desde un sistema de justicia en muchos casos distante y aun desligado de los contextos en los que estos ejercen sus funciones.",http://hdl.handle.net/20.500.12404/11602,Elementos del acceso a la justicia en Víctor Fajardo : sobre los procedimientos y nociones que median el acceso a las instituciones de un Juzgado de Paz Letrado en Ayacucho,Antropología
17,"Callirgos Patroni, Juan Carlos","Tirado Ratto, Erika Jaclyn",2018-12,"Esta investigación tiene por objetivo principal el comprender las trayectorias
identitarias de las personas mayores homosexuales; profundizando en las
experiencias y significados que las componen, y en el contexto social, político y
epidemiológico en el cual se enmarcan. Se hace uso de una metodología
cualitativa, la cual se sostiene en los relatos de vida como fuente para acceder y
aprehender las trayectorias identitarias. En el análisis de los relatos se han
identificado tres momentos clave en sus trayectorias identitarias. En primer lugar,
los relatos ponen énfasis en el proceso de construcción de sus identidades
sexuales y la influencia del discurso condenatorio. Además, en este momento se
remarca la experiencia colectiva marcada por el sufrimiento. En el segundo
momento se hace presente un cambio de actitud; mis informantes dejan de verse
como víctimas y se vuelvan conscientes de su libertad y sus capacidades como
agentes de su transformación. Se pasa a narrar el surgimiento y evolución del
discurso homosexual afirmativo como una medida contestataria desarrollada por
el naciente Movimiento de Liberación Homosexual. El último momento resalta la
llegada de la vejez. En este momento mis informantes deben enfrentarse a un
doble estigma, como homosexuales y personas mayores, en relación a su cuerpo
y el deseo sexual, sus experiencias en el “ambiente”, sus posibilidades de
visibilidad y la constitución de sus redes sociales. Siendo la identidad sexual de
la población adulta mayor un factor largamente ignorado por la Academia y el
Estado, esta investigación pretende revertir este vacío desde la Antropología",http://hdl.handle.net/20.500.12404/13444,"Las trayectorias identitarias de personas mayores homosexuales residentes de la ciudad de Lima, Perú",Antropología
18,"Portocarrero Gutierrez, Julio César","Gervasi Díaz, Corina Graciela",2019-09,"La presente tesis parte de un enfoque cualitativo etnográfico con el objetivo
analizar de qué manera se utilizan recursos y repertorios terapéuticos de
diferentes modelos de atención en el cuidado de niños en la primera infancia en
Palotoa Teparo, comunidad Matsigenka del Manu. Para lograr este objetivo se
parte de cuatro ejes temáticos que son la descripción de la manera en que las
madres interpretan los procesos de salud y enfermedad de niños en la primera
infancia; la identificación de los diferentes modelos de atención de la salud de la
comunidad orientados a niños en la primera infancia; la reconstrucción de los
itinerarios terapéuticos que se siguen para la atención de niños en la primera
infancia; y, la identificación de los recursos y repertorios terapéuticos utilizados
en dichos itinerarios y el modelo de atención al que pertenecen. El desarrollo y
análisis de la información está dividido en tres secciones: la primera busca
contextualizar la experiencia del cuidado de niños; por ello, se aborda el contexto
regional, el contexto comunal y el contexto familiar de los informantes, así como
la oferta de servicios de salud a la que acceden a través del análisis de las
experiencias en los centros de salud y las campañas médicas. La segunda
sección desarrolla la cosmovisión Matsigenka, la concepción del cuidado y,
continúa con el análisis de las experiencias en la toma de decisiones de las
madres en la búsqueda y mantenimiento de la salud durante las etapas de
crecimiento de los niños en la primera infancia: embarazo, parto y los 3 primeros
años de vida. Finalmente, la tercera sección aborda el concepto de enfermedad
que manejan las madres, se presenta una clasificación de las enfermedades de
acuerdo con la prevalencia de estas y se realiza la reconstrucción de cinco casos
de enfermedad para desarrollar los itinerarios terapéuticos que siguieron las
familias en la búsqueda y mantenimiento de la salud, así como todos los recursos
y repertorios terapéuticos utilizados en la ruta de atención.",http://hdl.handle.net/20.500.12404/15051,Recursos y repertorios terapéuticos de diferentes modelos de atención utilizados para el cuidado de niños en la primera infancia en una comunidad Matsigenka del Manu,Antropología
19,"Callirgos Patroni, Juan Carlos","Orihuela Ibañez, Diana",2016,"En la tradición de los estudios en ciencias sociales, el punto central de la investigación siempre ha sido la relación -en forma de dinámicas, sistema de códigos e interacciones- con el Otro. Sin embargo, en su exploración, descripción y análisis, usualmente, no se contempla al cuerpo como también soporte y creador de relaciones interpersonales e inclusive, interculturales. El presente estudio tiene como objetivo explicitar y analizar las formas en las que las personas con menos de la mitad del cuerpo tatuado y que están fuera de la industria del tatuaje conciben su cuerpo antes, mientras y luego del proceso de tatuado. Los tatuajes permanentes como práctica de modificación corporal se presentan como una vía por la cual el sujeto muestra la libertad de acción sobre su cuerpo, diferenciándose de otros y entre ellos (tatuados) de acuerdo a su propia subjetividad. Es una práctica de la libertad subjetiva, lo cual no es igual que afirmar que es una práctica individualista.",http://hdl.handle.net/20.500.12404/9353,Cuerpo alterado: proceso de construcción del cuerpo a través de la práctica de tatuajes permanentes entre limeños urbanos,Antropología
20,"Correa Aste, Norma Belén","Villafuerte Wilson, Valeria",2016,"Desde hace dieciséis años, la Vivienda ha sido reconocida por la Organización Panamericana de la Salud como espacio primigenio para el desarrollo comunal, familiar e individual. Por esta razón, en el Perú, al igual que en otros países, los programas de Saneamiento Básico y Vivienda Saludable tienen cada vez mayor alcance. En este contexto, el distrito de San Salvador fue el escenario donde se aplicó por primera vez la estrategia del Proyecto de Saneamiento Básico Ambiental para la Sierra Sur (SANBASUR) que tuvo como objetivo proveer de agua y desagüe a la población, y, más adelante, promover modificaciones en el modelo de vivienda para reducir los riesgos de enfermedad en niños y adultos. La Tesis es una aproximación etnográfica a la vivencia de una de las comunidades del distrito de San Salvador, Parpacalle. Siendo su principal objetivo conocer los impactos sociales y culturales que la intervención de comunidad, Vivienda y Familia Saludables ha tenido sobre este espacio en tres dimensiones: comunal, familiar e individual. Cabe resaltar que esta etnografía no pretende ser una evaluación del resultado de la intervención, por el contrario, busca conocer cómo es que la iniciativa incide en la vida cotidiana y el imaginario de las personas implicadas en su aplicación. Consta de cinco capítulos, los dos primeros presentan el componente teórico metodológico que acompañó el desarrollo de la investigación. Los siguientes capítulos presentan los hallazgos según los tres objetivos específicos de la etnografía. El tercer capítulo, muestra la trayectoria de la intervención, se evidencia que la implementación de la iniciativa se establece como una arena política, en la que interactúan dos grupos de agentes: promotores y receptores. El cuarto capítulo se enfoca al análisis de las estrategias de adaptación que la población tiene respecto a la intervención, desde tres dimensiones. El capítulo final, busca aproximarse a los efectos que la intervención tiene sobre la localidad y la experiencia de vida de la población. Se concluye que, si bien hay cambios básicos, indispensables y efectivos en la comunidad, la sostenibilidad de ellos depende de la existencia permanente de un aparato de desarrollo local que se encargue de vigilar a los implicados. Contrariamente a lo propuesto en un inicio, se deja de apostar por la autonomía de los implicados.",http://hdl.handle.net/20.500.12404/9354,"Desarrollo para la Salud: un análisis etnográfico del Impacto Sociocultural de la Intervención de Comunidad, Vivienda y Familias Saludables en la Comunidad de Parpacalle (San Salvador, Cusco)",Antropología
